UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;trust;predictability;efficiency;satisfaction;perceivedSafety;comfort;risk;accelerationJerk;brakingJerk;followDistance;corneringSpeed
P0;explicit;6;2026-07-29 12:29:25;1;sampling;FALSE;6.0;13.0;12.0;15.0;16.0;10.0;16.0;0.068;0.225;0.699;0.063
