UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;HeartRate;RMSSD;accelerationJerk;brakingJerk;followDistance;corneringSpeed;takeoverProbability;speedBelowLimit
P0;pilot;0;2026-07-14 23:35:46;1;sampling;TRUE;-0.038;0.019;0.068;0.225;0.699;0.063;0.375;0.03
P0;pilot;0;2026-07-14 23:35:51;2;sampling;TRUE;-0.001;0.001;0.147;0.339;0.27;0.273;0.69;0.389
P0;pilot;0;2026-07-14 23:35:56;3;sampling;TRUE;-0.003;0.001;0.786;0.644;0.202;0.634;0.055;0.005
P0;pilot;0;2026-07-14 23:36:04;4;optimization;TRUE;-0.004;0.002;0.009;0.161;0.894;0.0;0.263;0.0
P0;pilot;0;2026-07-14 23:36:13;5;optimization;TRUE;-0.004;0.002;0.522;0.345;0.19;0.792;0.858;0.113
