t_s,frame,dtMs,fps,cpuMainMs,cpuRenderMs,gpuMs,presentWaitMs,gc0,gc1,gc2
14.131,130,22.12,45.2,6.43,2.69,1.55,0.00,414,414,414
14.153,131,22.28,44.9,6.45,3.24,1.54,0.00,414,414,414
14.175,132,22.09,45.3,6.74,3.08,1.55,0.00,414,414,414
14.198,133,22.45,44.6,6.89,3.51,1.54,0.00,414,414,414
14.220,134,22.33,44.8,6.33,3.12,1.55,0.01,414,414,414
14.242,135,21.86,45.8,6.81,3.23,1.55,0.00,414,414,414
14.264,136,22.30,44.8,6.83,3.16,1.56,0.00,414,414,414
14.286,137,22.36,44.7,7.16,3.22,1.57,0.00,414,414,414
14.314,138,28.06,35.6,6.45,3.23,1.57,0.00,414,414,414
14.346,139,31.39,31.9,6.69,3.67,1.57,0.00,414,414,414
14.391,140,45.29,22.1,6.43,3.50,1.57,0.00,414,414,414
14.434,141,43.26,23.1,6.37,2.49,1.57,0.00,414,414,414
14.480,142,45.18,22.1,6.79,2.68,0.23,0.00,414,414,414
14.524,143,44.35,22.5,6.60,13.12,0.23,0.00,414,414,414
14.569,144,45.12,22.2,6.62,14.62,1.57,0.00,414,414,414
14.613,145,44.15,22.6,6.75,13.93,1.57,0.00,414,414,414
14.657,146,43.91,22.8,6.90,13.42,3.72,0.00,414,414,414
14.703,147,45.84,21.8,7.79,13.31,1.56,0.00,414,414,414
14.724,148,20.99,47.6,7.28,13.73,1.63,0.00,414,414,414
14.747,149,22.63,44.2,6.88,14.64,3.93,0.25,414,414,414
14.769,150,22.93,43.6,6.76,1.42,1.63,0.00,414,414,414
14.790,151,20.87,47.9,7.08,1.29,1.63,0.00,414,414,414
14.813,152,23.01,43.5,7.06,2.60,1.63,0.00,414,414,414
14.836,153,22.42,44.6,7.48,1.99,1.63,0.00,414,414,414
14.858,154,21.73,46.0,6.97,2.77,1.65,0.00,414,414,414
14.880,155,22.14,45.2,7.59,1.79,3.88,0.00,414,414,414
14.902,156,22.62,44.2,8.19,2.83,1.65,0.00,414,414,414
14.925,157,22.38,44.7,6.69,2.70,1.65,0.00,414,414,414
14.946,158,21.31,46.9,7.08,2.36,3.41,0.00,414,414,414
14.969,159,23.18,43.1,7.18,2.46,1.65,0.00,414,414,414
14.990,160,21.06,47.5,7.15,2.32,1.65,1.44,414,414,414
15.013,161,22.48,44.5,6.79,3.71,1.65,0.00,414,414,414
15.035,162,22.40,44.6,6.01,0.18,1.65,0.00,414,414,414
15.058,163,22.53,44.4,6.11,3.36,0.03,0.00,414,414,414
15.080,164,22.28,44.9,6.87,3.33,3.84,0.00,414,414,414
15.103,165,22.91,43.6,6.39,3.60,1.61,0.00,414,414,414
15.124,166,20.89,47.9,6.18,0.24,1.61,0.00,414,414,414
15.146,167,22.40,44.6,6.25,0.11,0.04,0.00,414,414,414
15.169,168,22.52,44.4,6.81,0.19,0.03,0.00,414,414,414
15.191,169,21.94,45.6,6.05,4.45,0.03,0.00,414,414,414
15.213,170,22.63,44.2,6.29,4.19,1.61,0.00,414,414,414
15.235,171,21.96,45.5,6.25,3.79,1.61,0.00,414,414,414
15.257,172,21.90,45.7,6.45,3.69,1.60,0.00,414,414,414
15.279,173,22.35,44.7,6.63,3.85,1.61,0.00,414,414,414
15.309,174,29.33,34.1,6.27,4.18,1.61,0.00,414,414,414
15.331,175,22.19,45.1,5.86,4.22,1.61,0.00,414,414,414
15.352,176,20.96,47.7,6.38,3.28,3.84,0.00,414,414,414
15.450,177,98.47,10.2,6.38,1.33,1.61,0.00,414,414,414
