t_s,frame,dtMs,fps,cpuMainMs,cpuRenderMs,gpuMs,presentWaitMs,gc0,gc1,gc2
21.725,402,43.78,22.8,9.78,12.07,3.77,0.00,386,386,386
21.770,403,44.84,22.3,8.29,13.78,6.15,0.00,386,386,386
21.815,404,44.32,22.6,9.40,12.00,3.56,0.00,386,386,386
21.860,405,45.19,22.1,9.49,13.68,3.78,0.00,386,386,386
21.904,406,44.31,22.6,8.67,13.21,3.56,0.00,386,386,386
21.957,407,52.66,19.0,7.36,12.42,3.93,0.00,386,386,386
22.001,408,44.43,22.5,10.01,12.15,4.01,0.49,386,386,386
22.046,409,44.77,22.3,8.41,7.25,3.42,0.00,386,386,386
22.090,410,44.25,22.6,26.46,1.73,3.75,0.00,386,386,386
22.135,411,44.54,22.5,11.03,12.60,0.93,0.00,386,386,386
22.179,412,44.50,22.5,9.07,1.91,3.54,0.00,386,386,386
22.225,413,45.92,21.8,7.59,3.10,0.53,0.00,386,386,386
22.268,414,43.29,23.1,9.27,13.05,0.99,0.00,386,386,386
22.313,415,44.29,22.6,8.30,13.33,3.55,0.00,386,386,386
22.357,416,44.70,22.4,7.75,10.11,3.38,0.00,386,386,386
22.402,417,44.41,22.5,10.50,12.92,6.87,0.15,386,386,386
22.448,418,45.85,21.8,7.73,12.45,3.33,0.26,386,386,386
22.491,419,42.82,23.4,8.98,11.62,3.54,0.00,386,386,386
22.536,420,45.84,21.8,9.23,12.37,7.05,0.00,386,386,386
22.580,421,43.46,23.0,9.05,12.64,3.48,0.00,386,386,386
22.623,422,43.62,22.9,7.18,12.27,3.30,0.00,386,386,386
22.668,423,44.96,22.2,9.44,11.23,7.10,0.00,386,386,386
22.712,424,44.09,22.7,8.39,1.05,3.50,0.00,386,386,386
22.756,425,43.79,22.8,7.66,12.95,0.51,0.00,386,386,386
22.801,426,44.76,22.3,10.46,1.12,7.32,0.00,386,386,386
22.846,427,44.90,22.3,7.51,14.16,0.50,0.00,386,386,386
22.891,428,45.03,22.2,8.52,15.47,5.45,0.35,386,386,386
22.935,429,44.26,22.6,9.70,1.43,8.38,0.00,386,386,386
22.979,430,43.95,22.8,8.47,1.45,0.69,0.00,386,386,386
23.024,431,44.46,22.5,7.83,2.09,0.44,0.00,386,386,386
23.068,432,44.18,22.6,9.27,1.83,1.05,0.00,386,386,386
23.112,433,44.09,22.7,7.94,13.18,0.61,0.00,386,386,386
23.156,434,44.17,22.6,7.90,12.95,3.34,0.00,386,386,386
23.201,435,44.95,22.2,10.16,1.08,7.28,0.00,386,386,386
23.245,436,43.96,22.7,7.34,14.51,0.50,0.00,386,386,386
23.290,437,44.59,22.4,8.26,13.45,3.47,0.00,386,386,386
23.334,438,44.78,22.3,8.74,12.96,7.12,0.00,386,386,386
23.378,439,43.83,22.8,8.32,15.57,3.58,0.00,386,386,386
23.423,440,44.58,22.4,6.77,13.58,3.40,0.00,386,386,386
23.467,441,44.69,22.4,8.61,13.18,6.64,0.00,386,386,386
23.512,442,44.23,22.6,8.25,14.54,3.57,0.00,386,386,386
23.556,443,44.71,22.4,7.25,13.11,3.30,0.00,386,386,386
23.601,444,44.47,22.5,10.37,14.16,7.37,0.00,386,386,386
23.645,445,44.04,22.7,7.33,14.53,3.42,0.00,386,386,386
23.698,446,52.79,18.9,7.86,12.99,3.54,0.00,386,386,386
23.736,447,38.12,26.2,8.90,14.01,3.51,0.00,386,386,386
23.823,448,86.76,11.5,7.91,15.28,0.00,0.00,386,386,386
